ID,CODIGO_SETOR,NOME_SETOR,ORGAO,ATIVO,CREATED_AT,UPDATED_AT,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TELEFONE,EMAIL,LATITUDE,LONGITUDE
49,013.GEALMO,Gerência de Almoxarifado,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
50,013.AGEATBAR,Agência de Atendimento de Barrolândia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Barrolândia,TO,77665000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.837246,-48.7264346
51,013.AGEATBES,Agência de Atendimento de Bernardo Sayão,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Bernardo Sayão,TO,77755000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.8794244,-48.8968905
52,013.AGEATBJT,Agência de Atendimento de Bom Jesus do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Bom Jesus do Tocantins,TO,77714000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.96306,-48.165043
53,013.CRACOL,Coordenadoria Regional de Arrecadação - Colinas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Colinas do Tocantins,TO,77760000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.0594,-48.4744
54,013.CHECOM,Chefia de Assessoria de Comunicação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
55,013.DIEFAZ,Diretoria da Escola Fazendária,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
56,013.GEAPRO,Gerência de Análise Processual,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
57,013.AGEATBRT,Agência de Atendimento de Brasilândia do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Brasilândia do Tocantins,TO,77735000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.3886619,-48.4842729
58,013.GEAPO,Gerência de Apoio,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
59,013.GEAR,Gerência de Arrecadação,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
60,013.AGEATBRN,Agência de Atendimento de Brejinho de Nazaré,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Brejinho de Nazaré,TO,77560000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.0138265,-48.564626
61,013.DRREPA,Delegacia Regional de Fiscalização - Pedro Afonso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Pedro Afonso,TO,77710000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.9694,-48.1744
62,013.GEAUFIS,Gerência de Automação Fiscal,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,68 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
63,013.AGEATBUT,Agência de Atendimento de Buriti do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Buriti do Tocantins,TO,77995000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,,
64,013.AGEATCAL,Agência de Atendimento de Campos Lindos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Campos Lindos,TO,77777000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.0744,-46.8744
65,013.AGEATCRR,Agência de Atendimento de Cariri do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Cariri do Tocantins,TO,77453000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.8882727,-49.1604216
66,013.ASAP,Assessoria de Análises e Pesquisas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
67,013.AGEATCAR,Agência de Atendimento de Carmolândia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Carmolândia,TO,77840000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.033804,-48.3951295
68,013.AGEATCAS,Agência de Atendimento de Caseara,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Caseara,TO,77680000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.273159,-49.9576837
69,013.AGEATCOL,Agência de Atendimento de Colinas do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Colinas do Tocantins,TO,77760000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.0594,-48.4744
70,013.SUPEFE,Superintendência de Enfret a Frau Fis Estruturadas,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
71,013.DIREC,Diretoria da Receita,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
72,013.ASGAB,Assessoria de Gabinete II - Gab do Secretário,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
73,013.GEBAD,Gerência de Banco de Dados,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
74,013.AGEATCML,Agência de Atendimento de Colméia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Colméia,TO,77725000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.1244,-48.7244
75,013.GEBEFI,Gerência de Benefícios Fiscais,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
76,013.AGEATCBN,Agência de Atendimento de Combinado,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Combinado,TO,77350000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.8136581,-46.5461041
77,013.AGEATCOT,Agência de Atendimento de Conceição do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Conceição do Tocantins,TO,77305000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.220874,-47.295103
78,013.GECAD,Gerência de Cadastro,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
79,013.SAF,Superintendência de Administração e Finanças,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
80,013.AGEATCOM,Agência de Atendimento de Couto Magalhães,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Couto Magalhães,TO,77750000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.2944,-48.2744
81,013.AGEATCRI,Agência de Atendimento de Cristalãndia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Cristalândia,TO,77490000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.5994,-49.1744
82,013.CRAMIRAC,Coordenadoria Regional de Administração - Miracema,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Miracema do Tocantins,TO,77650000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.5644,-48.3944
83,013.AGEATDAR,Agência de Atendimento de Darcinópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Darcinópolis,TO,77910000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-6.7085964,-47.7524283
84,013.AGEATDIA,Agência de Atendimento de Dianópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Dianópolis,TO,77300000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.6244,-46.8194
85,013.AGEATDIV,Agência de Atendimento de Divinópolis do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Divinópolis do Tocantins,TO,77670000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.8015722,-49.2143531
86,013.ASGAB III,Assessoria de Gabinete III - Gab do Sec Ex Tesouro,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
87,013.GERCOBR,Gerência de Cobrança,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
88,013.AGEATDOI,Agência de Atendimento de Dois irmãos do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Dois Irmãos do Tocantins,TO,77685000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-9.2539897,-49.0665558
89,013.AGEATDUE,Agência de Atendimento de Dueré,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Dueré,TO,77435000,68 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.341631,-49.271566
90,013.GECOM,Gerência de Compras,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
91,013.AGEATFAT,Agência de Atendimento de Fátima,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Fátima,TO,77555000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.7575656,-48.9031328
92,013.AGEATFIG,Agência de Atendimento de Figueirópolis,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Figueirópolis,TO,77465000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-12.1344,-49.1744
93,013.AGEATFID,Agência de Atendimento de Filadélfia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Filadélfia,TO,77795000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.3344,-47.4744
94,013.POFICOMA,Posto Fiscal - Couto Magalhaes,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Couto Magalhães,TO,77750000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.2944,-48.2744
95,013.AGEATFOA,Agência de Atendimento de Formoso do Araguaia,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Formoso do Araguaia,TO,77470000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.7994,-49.5294
96,013.CRAPEDRA,Coordenadoria Regional de Administração - Pedro Afonso,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Pedro Afonso,TO,77710000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.9694,-48.1744
97,013.CAGEF,Chefia de Assessoria de Gestão dos Fundos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
98,013.AGEATGOI,Agência de Atendimento de Goianorte,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,GOIANORTE,TO,77695000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.7720092,-48.9340879
99,013.AGEATGOT,Agência de Atendimento de Goiatins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,GOIATINS,TO,77770000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-7.7132054,-47.3154841
100,013.AGEATGUA,Agência de Atendimento de Guaraí,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,GUARAI,TO,77700000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.835429,-48.511432
101,013.AGEATGUR,Agência de Atendimento de Gurupi,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Gurupi,TO,77400000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-11.7292,-49.0686
102,013.AGEATITA,Agência de Atendimento de Itacajá,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITACAJA,TO,77720000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.392935,-47.772615
103,013.AGEATITG,Agência de Atendimento de Itaguatins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITAGUATINS,TO,77920000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-5.7696766,-47.4815382
104,013.AGEATITP,Agência de Atendimento de Itapiratins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITAPIRATINS,TO,77718000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.3832116,-48.1054968
105,013.GECAS,Gerência de Controle de Acesso ao Siafe,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
106,013.GEARPRO,Gerência de Controle e Acomp de Processos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
107,013.DRFPNA,Delegacia Regional de Fiscalização - Porto Nacional,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,PORTO NACIONAL,TO,77500000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.7019786,-48.4110952
108,013.DIANP,Diretoria de Acomp, Normas e Procedimentos,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
109,013.AGEATITT,Agência de Atendimento de Itaporã do Tocantins,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,ITAPORA DO TOCANTINS,TO,77740000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-8.571722,-48.689481
110,013.COFAZ,Corregedoria Fazendária,Secretaria da Fazenda,1,,,atualizar endereço,0,complemento do endereço,CENTRO,Palmas,TO,77000000,63 - 1234-5678,atualizar_email@sefaz.to.gov.br,-10.1689,-48.3317
